,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1811800802.333,1811800804.428,Norilsk-KinoSat_110703,2.0950000286102295
1,0.0,0,1811800802.333,1811800804.428,Norilsk-KinoSat_111002,2.0950000286102295
2,0.0,0,1811800802.333,1811800804.428,Norilsk-KinoSat_110902,2.0950000286102295
3,0.0,0,1811800802.333,1811800804.428,Magadan2-KinoSat_110403,2.0950000286102295
4,0.0,0,1811800802.333,1811800804.428,CapeTown-KinoSat_110905,2.0950000286102295
5,0.0,0,1811800802.333,1811800804.428,Moscow-KinoSat_110504,2.0950000286102295
6,0.0,0,1811800802.333,1811800804.428,Murmansk2-KinoSat_111002,2.0950000286102295
7,0.0,0,1811800802.333,1811800804.428,Moscow-KinoSat_110604,2.0950000286102295
8,0.0,0,1811800802.333,1811800804.428,Murmansk2-KinoSat_110504,2.0950000286102295
9,0.0,0,1811800802.333,1811800804.428,Norilsk-KinoSat_110404,2.0950000286102295
10,0.0,0,1811800802.333,1811800804.428,Moscow-KinoSat_110902,2.0950000286102295
11,0.0,0,1811800802.333,1811800804.428,Murmansk1-KinoSat_110703,2.0950000286102295
12,0.0,0,1811800802.333,1811800804.428,Anadyr2-KinoSat_110304,2.0950000286102295
13,0.0,0,1811800802.333,1811800804.428,Moscow-KinoSat_110305,2.0950000286102295
14,0.0,0,1811800802.333,1811800804.428,Murmansk2-KinoSat_110703,2.0950000286102295
15,0.0,0,1811800802.333,1811800804.428,Anadyr2-KinoSat_110901,2.0950000286102295
16,0.0,0,1811800802.333,1811800804.428,Magadan1-KinoSat_110901,2.0950000286102295
17,0.0,0,1811800802.333,1811800804.428,Magadan1-KinoSat_110503,2.0950000286102295
18,0.0,0,1811800802.333,1811800804.428,Moscow-KinoSat_110703,2.0950000286102295
19,0.0,0,1811800802.333,1811800804.428,Anadyr2-KinoSat_111010,2.0950000286102295
20,0.0,0,1811800802.333,1811800804.428,CapeTown-KinoSat_110706,2.0950000286102295
21,0.0,0,1811800802.333,1811800804.428,Magadan2-KinoSat_110602,2.0950000286102295
22,0.0,0,1811800802.333,1811800804.428,Magadan2-KinoSat_111001,2.0950000286102295
23,0.0,0,1811800802.333,1811800804.428,Murmansk2-KinoSat_110802,2.0950000286102295
24,0.0,0,1811800802.333,1811800804.428,CapeTown-KinoSat_110805,2.0950000286102295
25,0.0,0,1811800802.333,1811800804.428,Magadan2-KinoSat_110702,2.0950000286102295
26,0.0,0,1811800802.333,1811800804.428,Novosib-KinoSat_110902,2.0950000286102295
27,0.0,0,1811800802.333,1811800804.428,Anadyr2-KinoSat_111001,2.0950000286102295
