,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1812142802.233,1812142837.526,Murmansk1-KinoSat_110605,35.29299998283386
1,0.0,0,1812142802.233,1812142837.526,Murmansk2-KinoSat_110604,35.29299998283386
2,0.0,0,1812142802.233,1812142837.526,Murmansk2-KinoSat_110605,35.29299998283386
3,0.0,0,1812142802.233,1812142837.526,Norilsk-KinoSat_110604,35.29299998283386
4,0.0,0,1812142802.233,1812142837.526,Anadyr2-KinoSat_110604,35.29299998283386
5,0.0,0,1812142802.233,1812142837.526,Anadyr2-KinoSat_110603,35.29299998283386
6,0.0,0,1812142802.233,1812142837.526,Murmansk1-KinoSat_110604,35.29299998283386
7,0.0,0,1812142802.233,1812142837.526,Novosib-KinoSat_110605,35.29299998283386
8,0.0,0,1812142802.233,1812142837.526,Moscow-KinoSat_110605,35.29299998283386
9,0.0,0,1812142837.526,1812142841.625,Murmansk1-KinoSat_110605,4.098999977111816
10,0.0,0,1812142837.526,1812142841.625,Murmansk2-KinoSat_110604,4.098999977111816
11,0.0,0,1812142837.526,1812142841.625,Murmansk2-KinoSat_110605,4.098999977111816
12,0.0,0,1812142837.526,1812142841.625,Norilsk-KinoSat_110604,4.098999977111816
13,0.0,0,1812142837.526,1812142841.625,Anadyr2-KinoSat_110603,4.098999977111816
14,0.0,0,1812142837.526,1812142841.625,Murmansk1-KinoSat_110604,4.098999977111816
15,0.0,0,1812142837.526,1812142841.625,Novosib-KinoSat_110605,4.098999977111816
16,0.0,0,1812142837.526,1812142841.625,Moscow-KinoSat_110605,4.098999977111816
17,0.0,0,1812142841.625,1812142916.974,Murmansk1-KinoSat_110605,75.34899997711182
18,0.0,0,1812142841.625,1812142916.974,Murmansk2-KinoSat_110604,75.34899997711182
19,0.0,0,1812142841.625,1812142916.974,Murmansk2-KinoSat_110605,75.34899997711182
20,0.0,0,1812142841.625,1812142916.974,Norilsk-KinoSat_110604,75.34899997711182
21,0.0,0,1812142841.625,1812142916.974,Anadyr2-KinoSat_110603,75.34899997711182
22,0.0,0,1812142841.625,1812142916.974,Murmansk1-KinoSat_110604,75.34899997711182
23,0.0,0,1812142841.625,1812142916.974,Moscow-KinoSat_110605,75.34899997711182
24,0.0,0,1812142916.974,1812142924.31,Murmansk1-KinoSat_110605,7.335999965667725
25,0.0,0,1812142916.974,1812142924.31,Murmansk2-KinoSat_110604,7.335999965667725
26,0.0,0,1812142916.974,1812142924.31,Murmansk2-KinoSat_110605,7.335999965667725
27,0.0,0,1812142916.974,1812142924.31,Norilsk-KinoSat_110604,7.335999965667725
