,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1812661678.91,1812662178.91,Moscow-KinoSat_110601,500.0
1,0.0,0,1812662178.91,1812662451.559,Moscow-KinoSat_110601,272.6489999294281
2,0.0,0,1812667443.674,1812667943.674,Moscow-KinoSat_110601,500.0
3,0.0,0,1812667943.674,1812668136.958,Moscow-KinoSat_110601,193.28399991989136
4,1.0,120217,1812672630.654,1812672865.453,Russia-KinoSat_110601,234.79900002479553
5,1.0,-12893,1812673246.066,1812673648.975,Moscow-KinoSat_110601,402.90899991989136
6,0.0,0,1812678258.646,1812678704.159,Russia-KinoSat_110601,445.5130000114441
7,1.0,30691,1812678710.471,1812678770.414,Russia-KinoSat_110601,59.943000078201294
8,0.0,0,1812684088.198,1812684527.001,Russia-KinoSat_110601,438.8029999732971
9,1.0,59507,1812689912.06,1812690028.285,Russia-KinoSat_110601,116.22500014305115
10,0.0,0,1812690028.285,1812690195.514,Moscow-KinoSat_110601,167.22899985313416
11,1.0,85621,1812690028.285,1812690195.514,Russia-KinoSat_110601,167.22899985313416
12,1.0,-309,1812690195.514,1812690205.187,Moscow-KinoSat_110601,9.67300009727478
13,0.0,0,1812690205.187,1812690276.203,Moscow-KinoSat_110601,71.01600003242493
14,1.0,36360,1812690205.187,1812690276.203,Russia-KinoSat_110601,71.01600003242493
15,1.0,-4648,1812690276.203,1812690421.442,Moscow-KinoSat_110601,145.2389998435974
16,1.0,-6060,1812695536.025,1812695725.408,Moscow-KinoSat_110601,189.38299989700317
17,0.3189714616364161,-3012,1812695725.408,1812696020.458,Moscow-KinoSat_110601,295.0499999523163
18,0.681028538363584,102880,1812695725.408,1812696020.458,Russia-KinoSat_110601,295.0499999523163
19,1.0,-6551,1812696020.458,1812696225.182,Moscow-KinoSat_110601,204.72399997711182
20,1.0,-6990,1812701217.505,1812701435.935,Moscow-KinoSat_110601,218.42999982833862
22,1.0,9866,1812701435.935,1812701455.203,Russia-KinoSat_110601,19.26800012588501
23,1.0,-2415,1812701455.203,1812701530.652,Moscow-KinoSat_110601,75.44899988174438
24,0.0,0,1812701530.652,1812701721.542,Moscow-KinoSat_110601,190.89000010490417
25,1.0,97736,1812701530.652,1812701721.542,Russia-KinoSat_110601,190.89000010490417
26,1.0,-8613,1812701721.542,1812701990.713,Moscow-KinoSat_110601,269.1710000038147
27,1.0,-16000,1812707096.872,1812707596.872,Moscow-KinoSat_110601,500.0
28,1.0,-3411,1812707596.872,1812707703.437,Moscow-KinoSat_110601,106.56500005722046
29,1.0,-16000,1812743077.9,1812743577.9,Moscow-KinoSat_110601,500.0
30,1.0,-4507,1812743577.9,1812743718.77,Moscow-KinoSat_110601,140.86999988555908
