,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1812748799.399,1812749299.399,Moscow-KinoSat_110601,500.0
1,0.0,0,1812749299.399,1812749573.678,Moscow-KinoSat_110601,274.279000043869
2,0.0,0,1812754568.35,1812755068.35,Moscow-KinoSat_110601,500.0
3,0.0,0,1812755068.35,1812755237.464,Moscow-KinoSat_110601,169.114000082016
4,1.0,106481,1812759767.461,1812759975.431,Russia-KinoSat_110601,207.97000002861023
5,1.0,-11068,1812760379.133,1812760724.999,Moscow-KinoSat_110601,345.8660001754761
6,0.0,0,1812765400.012,1812765827.31,Russia-KinoSat_110601,427.2979998588562
7,1.0,31049,1812765828.385,1812765889.027,Russia-KinoSat_110601,60.64199995994568
8,0.33155470656025726,67919,1812771234.544,1812771634.642,Russia-KinoSat_110601,400.09800004959106
9,1.0,26165,1812777056.655,1812777107.759,Russia-KinoSat_110601,51.104000091552734
10,0.0,0,1812777107.759,1812777312.962,Moscow-KinoSat_110601,205.20299983024597
11,0.9999999999999998,105064,1812777107.759,1812777312.962,Russia-KinoSat_110601,205.20299983024597
13,1.0,33693,1812777313.814,1812777379.62,Russia-KinoSat_110601,65.80599999427795
14,1.0,-5534,1812777379.62,1812777552.558,Moscow-KinoSat_110601,172.93800020217896
15,1.0,-7092,1812782638.69,1812782860.3,Moscow-KinoSat_110601,221.60999989509583
16,0.0,0,1812782860.3,1812783130.334,Moscow-KinoSat_110601,270.03400015830994
17,1.0,138257,1812782860.3,1812783130.334,Russia-KinoSat_110601,270.03400015830994
18,1.0,-7011,1812783130.334,1812783349.45,Moscow-KinoSat_110601,219.1159999370575
19,1.0,-13037,1812788342.048,1812788749.46,Moscow-KinoSat_110601,407.4119999408722
21,0.9999999999999902,35114,1812788749.46,1812788818.043,Russia-KinoSat_110601,68.58299994468689
22,1.0,-9363,1812788818.043,1812789110.622,Moscow-KinoSat_110601,292.5789999961853
23,1.0,-16000,1812794254.03,1812794754.03,Moscow-KinoSat_110601,500.0
24,1.0,-1799,1812794754.03,1812794810.272,Moscow-KinoSat_110601,56.242000102996826
25,1.0,-16000,1812830190.019,1812830690.019,Moscow-KinoSat_110601,500.0
26,1.0,-5626,1812830690.019,1812830865.827,Moscow-KinoSat_110601,175.80799984931946
