,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1812318949.811,1812319449.811,Moscow-KinoSat_110601,500.0
1,0.0,0,1812319449.811,1812319708.565,Moscow-KinoSat_110601,258.7539999485016
2,0.0,0,1812324730.961,1812325230.961,Moscow-KinoSat_110601,500.0
3,0.0,0,1812325230.961,1812325308.682,Moscow-KinoSat_110601,77.72099995613098
4,1.0,125745,1812329917.073,1812330162.668,Russia-KinoSat_110601,245.59500002861023
5,1.0,-1141,1812330628.428,1812330664.068,Moscow-KinoSat_110601,35.640000104904175
6,0.0,0,1812335610.901,1812336041.36,Russia-KinoSat_110601,430.45899987220764
7,0.6133751216136197,121067,1812341394.211,1812341779.715,Russia-KinoSat_110601,385.5039999485016
8,1.0,-4441,1812347151.963,1812347290.732,Moscow-KinoSat_110601,138.76900005340576
9,0.0,0,1812347290.732,1812347522.184,Moscow-KinoSat_110601,231.45199990272522
10,1.0,118504,1812347290.732,1812347522.184,Russia-KinoSat_110601,231.45199990272522
11,1.0,-6418,1812347522.184,1812347722.744,Moscow-KinoSat_110601,200.55999994277954
12,1.0,-8502,1812352747.966,1812353013.653,Moscow-KinoSat_110601,265.6870000362396
14,1.0,126105,1812353013.653,1812353259.952,Russia-KinoSat_110601,246.29899978637695
15,1.0,-710,1812353259.952,1812353282.129,Moscow-KinoSat_110601,22.177000045776367
16,0.0,0,1812353282.129,1812353340.314,Moscow-KinoSat_110601,58.18499994277954
17,1.0,29791,1812353282.129,1812353340.314,Russia-KinoSat_110601,58.18499994277954
18,1.0,-5261,1812353340.314,1812353504.722,Moscow-KinoSat_110601,164.4079999923706
19,1.0,-16000,1812358519.834,1812359019.834,Moscow-KinoSat_110601,500.0
20,1.0,-7382,1812359019.834,1812359250.521,Moscow-KinoSat_110601,230.68699979782104
21,1.0,-9753,1812364569.463,1812364874.23,Moscow-KinoSat_110601,304.7669999599457
22,1.0,-12701,1812394667.997,1812395064.919,Moscow-KinoSat_110601,396.92199993133545
23,1.0,-16000,1812400322.13,1812400822.13,Moscow-KinoSat_110601,500.0
24,1.0,-7833,1812400822.13,1812401066.895,Moscow-KinoSat_110601,244.7649998664856
