,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1812144705.869,1812145205.869,Moscow-KinoSat_110601,500.0
1,0.0,0,1812145205.869,1812145478.31,Moscow-KinoSat_110601,272.4409999847412
2,0.0,0,1812150478.83,1812150978.83,Moscow-KinoSat_110601,500.0
3,0.0,0,1812150978.83,1812151120.972,Moscow-KinoSat_110601,142.14199995994568
4,1.0,109379,1812155676.124,1812155889.754,Russia-KinoSat_110601,213.62999987602234
5,1.0,-8970,1812156301.157,1812156581.464,Moscow-KinoSat_110601,280.3069999217987
6,0.6577103025341587,116727,1812161382.673,1812161729.305,Russia-KinoSat_110601,346.6319999694824
7,1.0,30931,1812161731.966,1812161792.378,Russia-KinoSat_110601,60.41199994087219
8,0.0,0,1812167163.328,1812167546.942,Russia-KinoSat_110601,383.6139998435974
9,1.0,-1175,1812172976.632,1812173013.366,Moscow-KinoSat_110601,36.73399996757507
10,0.0,0,1812173013.366,1812173277.785,Moscow-KinoSat_110601,264.4190001487732
11,1.0,135382,1812173013.366,1812173277.785,Russia-KinoSat_110601,264.4190001487732
12,1.0,-6062,1812173277.785,1812173467.229,Moscow-KinoSat_110601,189.44400000572205
13,1.0,-7944,1812178529.513,1812178777.779,Moscow-KinoSat_110601,248.26600003242493
14,0.0,0,1812178777.779,1812179035.069,Moscow-KinoSat_110601,257.289999961853
15,1.0,131732,1812178777.779,1812179035.069,Russia-KinoSat_110601,257.289999961853
16,1.0,-7151,1812179035.069,1812179258.551,Moscow-KinoSat_110601,223.48200011253357
17,1.0,-16000,1812184254.892,1812184754.892,Moscow-KinoSat_110601,500.0
18,1.0,-8328,1812184754.892,1812185015.116,Moscow-KinoSat_110601,260.2239999771118
19,1.0,-15832,1812190203.338,1812190698.101,Moscow-KinoSat_110601,494.7630000114441
20,1.0,-16000,1812226089.527,1812226589.527,Moscow-KinoSat_110601,500.0
21,1.0,-6527,1812226589.527,1812226793.48,Moscow-KinoSat_110601,203.95300006866455
