,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1812835920.529,1812836420.529,Moscow-KinoSat_110601,500.0
1,0.0,0,1812836420.529,1812836692.925,Moscow-KinoSat_110601,272.39599990844727
2,0.0,0,1812841693.533,1812842193.533,Moscow-KinoSat_110601,500.0
3,0.0,0,1812842193.533,1812842335.324,Moscow-KinoSat_110601,141.79099988937378
4,1.0,109396,1812846890.678,1812847104.343,Russia-KinoSat_110601,213.66499996185303
5,1.0,-8942,1812847516.015,1812847795.465,Moscow-KinoSat_110601,279.44999980926514
6,0.6617531349949359,117343,1812852597.713,1812852944.044,Russia-KinoSat_110601,346.3309998512268
7,1.0,31077,1812852946.536,1812853007.234,Russia-KinoSat_110601,60.69799995422363
8,0.0,0,1812858378.2,1812858761.666,Russia-KinoSat_110601,383.46599984169006
9,1.0,-1207,1812864190.814,1812864228.547,Moscow-KinoSat_110601,37.73300004005432
10,0.0,0,1812864228.547,1812864492.819,Moscow-KinoSat_110601,264.2720000743866
11,1.0,135307,1812864228.547,1812864492.819,Russia-KinoSat_110601,264.2720000743866
12,1.0,-6053,1812864492.819,1812864681.998,Moscow-KinoSat_110601,189.17899990081787
13,1.0,-7982,1812869743.983,1812869993.415,Moscow-KinoSat_110601,249.4319999217987
14,0.0,0,1812869993.415,1812870249.394,Moscow-KinoSat_110601,255.97900009155273
15,1.0,131061,1812869993.415,1812870249.394,Russia-KinoSat_110601,255.97900009155273
16,1.0,-7163,1812870249.394,1812870473.242,Moscow-KinoSat_110601,223.84800004959106
17,1.0,-16000,1812875469.651,1812875969.651,Moscow-KinoSat_110601,500.0
18,1.0,-8323,1812875969.651,1812876229.738,Moscow-KinoSat_110601,260.0869998931885
19,1.0,-15803,1812881418.611,1812881912.463,Moscow-KinoSat_110601,493.85199999809265
20,1.0,-16000,1812917304.113,1812917804.113,Moscow-KinoSat_110601,500.0
21,1.0,-6537,1812917804.113,1812918008.378,Moscow-KinoSat_110601,204.26500010490417
