,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1812231827.567,1812232327.567,Moscow-KinoSat_110601,500.0
1,0.0,0,1812232327.567,1812232594.805,Moscow-KinoSat_110601,267.23800015449524
2,0.0,0,1812237604.581,1812238104.581,Moscow-KinoSat_110601,500.0
3,0.0,0,1812238104.581,1812238216.19,Moscow-KinoSat_110601,111.60899996757507
4,1.0,106988,1812242806.736,1812243015.696,Russia-KinoSat_110601,208.96000003814697
5,1.0,-6301,1812243445.723,1812243642.609,Moscow-KinoSat_110601,196.885999917984
6,0.0,0,1812248516.463,1812248912.387,Russia-KinoSat_110601,395.92400002479553
7,0.6656029081221123,126110,1812254297.894,1812254667.946,Russia-KinoSat_110601,370.05200004577637
8,1.0,-2347,1812260062.821,1812260136.151,Moscow-KinoSat_110601,73.32999992370605
10,0.9999999999999984,142414,1812260136.151,1812260414.303,Russia-KinoSat_110601,278.15199995040894
11,1.0,-5797,1812260414.303,1812260595.459,Moscow-KinoSat_110601,181.1560001373291
12,1.0,-8660,1812265637.412,1812265908.043,Moscow-KinoSat_110601,270.63100004196167
14,0.9999999999999934,147593,1812265908.043,1812266196.311,Russia-KinoSat_110601,288.268000125885
15,1.0,-5938,1812266196.311,1812266381.88,Moscow-KinoSat_110601,185.56900000572205
16,1.0,-16000,1812271385.66,1812271885.66,Moscow-KinoSat_110601,500.0
17,1.0,-7926,1812271885.66,1812272133.344,Moscow-KinoSat_110601,247.6840000152588
18,1.0,-13285,1812277377.958,1812277793.103,Moscow-KinoSat_110601,415.1449999809265
19,1.0,-8865,1812307591.328,1812307868.356,Moscow-KinoSat_110601,277.0279998779297
20,1.0,-16000,1812313205.18,1812313705.18,Moscow-KinoSat_110601,500.0
21,1.0,-7259,1812313705.18,1812313932.036,Moscow-KinoSat_110601,226.85599994659424
