,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1811883844.497,1811884111.746,Moscow-KinoSat_110601,267.24900007247925
1,0.0,0,1811889104.801,1811889604.801,Moscow-KinoSat_110601,500.0
2,0.0,0,1811889604.801,1811889819.366,Moscow-KinoSat_110601,214.56499981880188
3,1.0,67242,1811894400.0,1811894531.333,Russia-KinoSat_110601,131.3329999446869
4,1.0,-14530,1811894900.545,1811895354.631,Moscow-KinoSat_110601,454.0859999656677
5,0.0,0,1811899875.545,1811900355.478,Russia-KinoSat_110601,479.93299984931946
6,1.0,29687,1811900376.242,1811900434.224,Russia-KinoSat_110601,57.98199987411499
7,0.0,0,1811905746.448,1811906191.29,Russia-KinoSat_110601,444.8420000076294
8,1.0,96262,1811911551.093,1811911739.105,Russia-KinoSat_110601,188.01200008392334
9,0.0,0,1811911739.105,1811911902.939,Moscow-KinoSat_110601,163.83399987220764
10,1.0,83883,1811911739.105,1811911902.939,Russia-KinoSat_110601,163.83399987220764
11,1.0,-232,1811911902.939,1811911910.165,Moscow-KinoSat_110601,7.226000070571899
12,0.0,0,1811911910.165,1811911954.82,Moscow-KinoSat_110601,44.65499997138977
13,1.0,22864,1811911910.165,1811911954.82,Russia-KinoSat_110601,44.65499997138977
14,1.0,-3781,1811911954.82,1811912072.962,Moscow-KinoSat_110601,118.14199995994568
15,1.0,-6987,1811917221.631,1811917439.979,Moscow-KinoSat_110601,218.34800004959106
16,0.0,0,1811917439.979,1811917685.389,Moscow-KinoSat_110601,245.4099998474121
17,1.0,125650,1811917439.979,1811917685.389,Russia-KinoSat_110601,245.4099998474121
18,1.0,-6410,1811917685.389,1811917885.705,Moscow-KinoSat_110601,200.3159999847412
19,1.0,-6087,1811922881.265,1811923071.47,Moscow-KinoSat_110601,190.20499992370605
20,0.39026383657806,-4685,1811923071.47,1811923446.645,Moscow-KinoSat_110601,375.1749999523163
21,0.6097361634219397,117124,1811923071.47,1811923446.645,Russia-KinoSat_110601,375.1749999523163
22,1.0,-6682,1811923446.645,1811923655.45,Moscow-KinoSat_110601,208.8050000667572
23,1.0,-16000,1811928730.639,1811929230.639,Moscow-KinoSat_110601,500.0
24,1.0,-4742,1811929230.639,1811929378.83,Moscow-KinoSat_110601,148.1909999847412
25,1.0,-16000,1811964753.822,1811965253.822,Moscow-KinoSat_110601,500.0
26,1.0,-3125,1811965253.822,1811965351.479,Moscow-KinoSat_110601,97.65700006484985
