,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1812493195.789,1812493695.789,Moscow-KinoSat_110601,500.0
1,0.0,0,1812493695.789,1812493928.047,Moscow-KinoSat_110601,232.25799989700317
2,0.0,0,1812498986.111,1812499485.161,Moscow-KinoSat_110601,499.0499999523163
3,1.0,57881,1812504001.257,1812504114.305,Russia-KinoSat_110601,113.04800009727478
4,0.6924055306220591,111698,1812504124.682,1812504439.76,Russia-KinoSat_110601,315.07800006866455
5,1.0,12007,1812504477.633,1812504501.083,Russia-KinoSat_110601,23.450000047683716
6,0.0,0,1812509847.215,1812510286.148,Russia-KinoSat_110601,438.93300008773804
7,1.0,117708,1812515654.065,1812515883.963,Russia-KinoSat_110601,229.89800000190735
8,0.0,0,1812515883.963,1812516044.743,Moscow-KinoSat_110601,160.77999997138977
9,1.0,82319,1812515883.963,1812516044.743,Russia-KinoSat_110601,160.77999997138977
10,1.0,-3367,1812516044.743,1812516149.951,Moscow-KinoSat_110601,105.20799994468689
11,1.0,-6192,1812521338.619,1812521532.119,Moscow-KinoSat_110601,193.5
12,0.0,0,1812521532.119,1812521782.013,Moscow-KinoSat_110601,249.89400005340576
13,1.0,127946,1812521532.119,1812521782.013,Russia-KinoSat_110601,249.89400005340576
14,1.0,-6180,1812521782.013,1812521975.129,Moscow-KinoSat_110601,193.1159999370575
15,1.0,-5518,1812526977.168,1812527149.616,Moscow-KinoSat_110601,172.44799995422363
16,0.8926753119721562,-12665,1812527149.616,1812527592.982,Moscow-KinoSat_110601,443.3660001754761
17,0.10732468802784366,24363,1812527149.616,1812527592.982,Russia-KinoSat_110601,443.3660001754761
18,1.0,-4988,1812527592.982,1812527748.868,Moscow-KinoSat_110601,155.885999917984
19,1.0,-16000,1812532799.448,1812533299.448,Moscow-KinoSat_110601,500.0
20,1.0,-5805,1812533299.448,1812533480.845,Moscow-KinoSat_110601,181.3970000743866
21,1.0,-16000,1812568862.2,1812569362.2,Moscow-KinoSat_110601,500.0
22,1.0,-1472,1812569362.2,1812569408.198,Moscow-KinoSat_110601,45.99799990653992
