,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1811801058.969,1811801558.969,Anadyr2-KinoSat_110601,500.0
1,0.0,0,1811801558.969,1811801833.873,Anadyr2-KinoSat_110601,274.90399980545044
2,0.0,0,1811806860.287,1811807360.287,Anadyr2-KinoSat_110601,500.0
3,0.0,0,1811807360.287,1811807585.803,Anadyr2-KinoSat_110601,225.51600003242493
4,1.0,22843,1811812786.789,1811812831.404,Russia-KinoSat_110601,44.61500000953674
5,0.9999999999999997,34990,1811812831.404,1811812899.745,Russia-KinoSat_110601,68.34099984169006
6,0.0,0,1811812831.404,1811812899.745,Anadyr2-KinoSat_110601,68.34099984169006
7,1.0,-338,1811812899.745,1811812910.308,Anadyr2-KinoSat_110601,10.563000202178955
8,1.0,161063,1811812910.308,1811813224.884,Russia-KinoSat_110601,314.57599997520447
9,0.0,0,1811812910.308,1811813224.884,Anadyr2-KinoSat_110601,314.57599997520447
10,1.0,-1223,1811813224.884,1811813263.114,Anadyr2-KinoSat_110601,38.230000019073486
11,1.0,11887,1811813263.114,1811813286.33,Russia-KinoSat_110601,23.215999841690063
12,0.0,0,1811813263.114,1811813286.33,Anadyr2-KinoSat_110601,23.215999841690063
13,1.0,-465,1811813286.33,1811813300.848,Anadyr2-KinoSat_110601,14.51800012588501
14,0.0,0,1811818632.496,1811819071.462,Russia-KinoSat_110601,438.96599984169006
15,0.7169430528516306,143288,1811824439.559,1811824829.91,Russia-KinoSat_110601,390.3510000705719
16,1.0,127955,1811830317.449,1811830567.361,Russia-KinoSat_110601,249.91200017929077
17,-0.0,0,1811835934.728,1811836378.571,Russia-KinoSat_110601,443.8430001735687
