,is_used_opportunity,transfered_data,start_datetime,end_datetime,origin,duration
0,0.0,0,1811977204.268,1811977226.643,Moscow-KinoSat_110401,22.375
1,0.0,0,1811977204.268,1811977226.643,Norilsk-KinoSat_110410,22.375
2,0.0,0,1811977204.268,1811977226.643,Murmansk1-KinoSat_110709,22.375
3,0.0,0,1811977204.268,1811977226.643,Anadyr2-KinoSat_110509,22.375
4,0.0,0,1811977204.268,1811977226.643,Murmansk2-KinoSat_110410,22.375
5,0.0,0,1811977204.268,1811977226.643,Moscow-KinoSat_110510,22.375
6,0.0,0,1811977204.268,1811977226.643,Moscow-KinoSat_110908,22.375
7,0.0,0,1811977204.268,1811977226.643,CapeTown-KinoSat_110901,22.375
8,0.0,0,1811977204.268,1811977226.643,Moscow-KinoSat_110909,22.375
9,0.0,0,1811977204.268,1811977226.643,Anadyr2-KinoSat_110907,22.375
10,0.0,0,1811977204.268,1811977226.643,Moscow-KinoSat_111008,22.375
11,0.0,0,1811977204.268,1811977226.643,Anadyr2-KinoSat_110409,22.375
12,0.0,0,1811977204.268,1811977226.643,Anadyr2-KinoSat_110608,22.375
13,0.0,0,1811977204.268,1811977226.643,Magadan1-KinoSat_111007,22.375
14,0.0,0,1811977204.268,1811977226.643,Murmansk2-KinoSat_110610,22.375
15,0.0,0,1811977204.268,1811977226.643,Murmansk1-KinoSat_110809,22.375
16,0.0,0,1811977204.268,1811977226.643,Magadan2-KinoSat_110409,22.375
17,0.0,0,1811977204.268,1811977226.643,Anadyr2-KinoSat_110708,22.375
18,0.0,0,1811977204.268,1811977226.643,Norilsk-KinoSat_110808,22.375
19,0.0,0,1811977204.268,1811977226.643,Magadan2-KinoSat_110608,22.375
20,0.0,0,1811977204.268,1811977226.643,Murmansk1-KinoSat_110301,22.375
21,0.0,0,1811977204.268,1811977226.643,Murmansk1-KinoSat_111008,22.375
22,0.0,0,1811977204.268,1811977226.643,Magadan1-KinoSat_110907,22.375
23,0.0,0,1811977204.268,1811977226.643,Norilsk-KinoSat_110908,22.375
24,0.0,0,1811977204.268,1811977226.643,Murmansk1-KinoSat_110401,22.375
25,0.0,0,1811977204.268,1811977226.643,Murmansk2-KinoSat_110709,22.375
26,0.0,0,1811977204.268,1811977226.643,CapeTown-KinoSat_110602,22.375
27,0.0,0,1811977204.268,1811977226.643,Murmansk1-KinoSat_110610,22.375
28,0.0,0,1811977204.268,1811977226.643,Murmansk2-KinoSat_111008,22.375
29,0.0,0,1811977204.268,1811977226.643,Murmansk1-KinoSat_110510,22.375
30,0.0,0,1811977204.268,1811977226.643,Moscow-KinoSat_110710,22.375
31,0.0,0,1811977204.268,1811977226.643,Murmansk2-KinoSat_110908,22.375
